duree_minimale_sejour,caution,frais_menage,surcout_voyageur_supp,reduction_mois,reduction_semaine,prix_nuitee,porte_chambre_verrou,extincteur,fiche_securite,kit_secours,monoxyde_carbone_detect,detecteur_fumee,espace_travail_ordi,seche_cheveux,fer_repasser,cintres,entree_24_24,salle_sport,jacuzzi,piscine,portier,interphone,cheminee_interieur,ascenseur,accessibilite,logement_fumeur,adapte_evenements,pourenfants_famille,animaux_acceptes,petit_dejeuner,television_cable,wifi,parking_sur_place,seche_linge,machine_laver,climatisation,chauffage,produits_base,television,internet,cuisine,animal_sur_place,nblits,nbchambres,nombresdb,capacite_accueil,longitude,latitude,conditions_annulation_flexibles,conditions_annulation_moderees,conditions_annulation_strictes,type_lit_canape,type_lit_canape_convertible,type_lit_multiples,type_lit_vrai_lit,type_propriete_appart_en_residence,type_propriete_appartement,type_propriete_autre,type_propriete_bed_and_breakfast,type_propriete_bungalow_cabane_dortoir_eco,type_propriete_inconnu,type_propriete_loft,type_propriete_maison,type_propriete_maison_de_ville,type_logement_chambre_partagee,type_logement_chambre_privee,type_logement_logement_entier
1,0,15,0,0,0,30,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,-0.5738676409,44.8386056521,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,500,60,0,0,0,130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,3,3,1,5,-0.5731667343,44.8469515189,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
5,1500,0,0,0,10,360,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,4,2,9,-0.6359598984,44.8592766166,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,0,0,0,51,5,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,2,-0.587529911,44.8260173888,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,500,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,-0.5729938428,44.8404280908,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,5,0,0,44,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,3,-0.5712269451,44.8292322192,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,300,35,7,15,5,80,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,4,-0.5712664812,44.838913468,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,500,0,15,31,16,130,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,2,1,4,-0.571922367,44.8405078433,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,300,20,0,0,0,40,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,2,-0.6178237857,44.8394986879,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,0,30,15,25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,2,-0.5808795277,44.8279657311,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2,300,0,13,0,0,54,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,4,-0.5780022268,44.8410803928,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,30,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,2,-0.572603231,44.8770427186,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3,150,50,0,30,12,95,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,2,-0.5704737761,44.8358543758,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,500,0,0,15,15,40,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,4,-0.5820683376,44.8319575116,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,90,15,15,0,0,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,2,1,4,-0.6358536705,44.8578076734,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,500,100,0,0,0,150,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,2,1,4,-0.5758718896,44.8434886005,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6,200,20,5,48,0,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,5,-0.5629143201,44.8146303521,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,10,0,50,20,99,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,-0.5752703181,44.8347020671,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,300,55,0,50,20,110,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,2,1,4,-0.5695840553,44.8387784355,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,300,0,0,0,29,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,2,-0.5790739372,44.8223634999,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,40,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,2,-0.5435981666,44.8328645772,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,0,0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,5,2,-0.6085476683,44.8431767078,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,300,12,10,0,0,30,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,2,-0.5688167696,44.831848894,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,300,0,10,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,2,-0.5750962672,44.8328723798,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,150,0,0,30,15,40,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,2,-0.5735052704,44.8152568992,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,600,15,0,0,0,60,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,4,-0.5674875033,44.8647489061,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,30,0,36,19,110,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,2,2,2,4,-0.57220676,44.8523588913,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,160,10,0,15,10,50,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,2,-0.5686922988,44.8398565627,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,400,30,0,0,0,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,3,2,6,-0.5736221662,44.8380923204,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,250,0,10,34,20,50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,2,1,1,4,-0.5742808171,44.8346282882,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,250,15,0,25,10,37,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,2,-0.594843385,44.8349491556,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,27,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,2,-0.5510711282,44.8215195726,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1000,0,0,0,18,390,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,5,5,2,10,-0.5962443318,44.8438627515,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,0,0,5,0,20,27,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,2,-0.5676848186,44.8339756204,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3,500,0,5,0,15,38,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,2,-0.585572677,44.8425413516,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,100,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,3,3,2,6,-0.5653591231,44.8312472226,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,400,20,0,0,18,70,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,2,-0.5821330107,44.8558200268,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,300,0,0,0,10,70,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,2,1,1,4,-0.564728497,44.858726654,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7,400,10,0,0,0,71,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,4,-0.5512734898,44.8240455209,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,1500,0,0,29,14,140,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,2,-0.5790071875,44.8440599801,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,5,10,40,3,35,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,2,-0.5869886154,44.8259312311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,500,0,25,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,-0.5716393892,44.8422136547,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,65,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,4,-0.576824367,44.8453546926,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1500,30,20,0,9,125,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,4,4,2,6,-0.5923001739,44.8400679955,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,200,0,0,54,21,65,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,4,-0.5739824181,44.8343301818,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,30,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,2,-0.5724139541,44.8217735074,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,25,0,0,10,55,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,2,2,6,-0.5476938755,44.8463976679,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,250,0,0,0,0,110,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,2,-0.5713641306,44.8389562866,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,22,0,0,15,80,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,3,2,1,5,-0.5506801496,44.8444996638,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4,300,0,0,20,10,52,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,2,-0.5965257888,44.8431007943,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,85,0,0,0,10,85,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,2,-0.5994475679,44.8286376572,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
4,600,0,10,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,4,-0.5757465085,44.8318191558,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,45,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,2,-0.5754010574,44.8557238503,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,250,0,0,0,0,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,2,-0.5521894997,44.8659770029,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,200,12,0,30,15,56,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,2,-0.5741836843,44.837871646,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,0,37,16,30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,-0.5634429923,44.8351689642,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,5,0,0,10,57,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,4,-0.5711147339,44.8538411145,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,500,0,0,0,10,90,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,2,1,4,-0.5887843286,44.8395147418,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,400,50,0,0,0,90,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,3,2,6,-0.5653544986,44.8196952798,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,0,10,0,45,20,40,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,2,-0.5683804979,44.8525615923,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,300,20,8,26,12,82,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,2,1,1,4,-0.564848763,44.8315386638,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,120,10,5,0,0,22,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,2,-0.608615352,44.8242810138,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,80,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,2,-0.5759698619,44.8238963999,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3,250,35,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,3,1,6,-0.5846639766,44.831586286,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,150,75,0,0,22,90,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,2,1,6,-0.5855849915,44.8335326619,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,300,30,0,49,21,70,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,2,1,4,-0.5818301564,44.8424318798,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,500,0,0,20,10,130,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,3,-0.5662080833,44.8324432745,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,200,40,15,55,36,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,4,-0.5699116231,44.8368010391,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,400,0,7,35,15,52,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,2,1,1,4,-0.5659867874,44.8365316243,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,400,0,0,0,0,50,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,-0.5979013612,44.8242028838,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,10,0,20,10,76,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,3,-0.5966439361,44.841476663,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,800,30,15,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,4,-0.5808266655,44.8416377608,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,0,5,0,0,0,54,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,2,-0.5762182343,44.8420982011,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,10,40,25,70,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,4,-0.566766718,44.8369600891,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,-0.6100425235,44.8478687444,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
14,0,0,0,0,0,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,-0.5822109565,44.8509555577,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2,500,20,0,30,17,55,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,2,1,5,-0.5867155852,44.8476178809,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,-0.5602810498,44.8456395233,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
4,400,50,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,4,-0.577514319,44.8270994541,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,15,0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,2,-0.5741631436,44.8307605483,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,5,0,0,22,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,2,-0.5589217689,44.8306205109,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,10,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,3,-0.5727975711,44.8549070642,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,50,50,0,12,81,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,3,1,6,-0.5979725841,44.8391358375,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
