duree_minimale_sejour,caution,frais_menage,surcout_voyageur_supp,reduction_mois,reduction_semaine,prix_nuitee,porte_chambre_verrou,extincteur,fiche_securite,kit_secours,monoxyde_carbone_detect,detecteur_fumee,espace_travail_ordi,seche_cheveux,fer_repasser,cintres,entree_24_24,salle_sport,jacuzzi,piscine,portier,interphone,cheminee_interieur,ascenseur,accessibilite,logement_fumeur,adapte_evenements,pourenfants_famille,animaux_acceptes,petit_dejeuner,television_cable,wifi,parking_sur_place,seche_linge,machine_laver,climatisation,chauffage,produits_base,television,internet,cuisine,animal_sur_place,nblits,nbchambres,nombresdb,capacite_accueil,longitude,latitude,conditions_annulation_flexibles,conditions_annulation_moderees,conditions_annulation_strictes,type_lit_canape,type_lit_canape_convertible,type_lit_multiples,type_lit_vrai_lit,type_propriete_appart_en_residence,type_propriete_appartement,type_propriete_autre,type_propriete_bed_and_breakfast,type_propriete_bungalow_cabane_dortoir_eco,type_propriete_inconnu,type_propriete_loft,type_propriete_maison,type_propriete_maison_de_ville,type_logement_chambre_partagee,type_logement_chambre_privee,type_logement_logement_entier
1,500,0,0,0,30,140,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,3,3,1,6,-0.573628847,44.8381194916,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,2,-0.5915152992,44.8517960394,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,500,20,20,0,0,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,4,-0.5890413575,44.8438085854,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,0,54,39,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,2,-0.5943408632,44.824281999,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,4,-0.5713552136,44.8530692691,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,24,4,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,2,-0.5726789747,44.8568231184,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,-0.5796538164,44.8545797503,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,250,60,0,43,28,168,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,4,1,4,-0.5738016454,44.8394164623,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,0,50,11,60,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,4,-0.5641969342,44.8332604035,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,60,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,2,-0.5484147038,44.8416987828,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5,250,40,0,25,0,60,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,3,-0.5804155518,44.8465450603,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,0,15,10,40,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,2,-0.571083357,44.8386433878,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,-0.5779202467,44.8439852111,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,-0.5655607913,44.8347365013,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,300,0,0,53,1,55,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,2,-0.5795419649,44.8418435253,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,40,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,-0.5687619017,44.852178994,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,2,-0.5622734864,44.8334109788,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,200,40,0,20,10,180,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,2,2,4,-0.5750147087,44.8432810463,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,37,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,2,-0.5568209221,44.860866019,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,12,45,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,2,-0.5634668223,44.8343303556,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,35,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,2,-0.5706825536,44.8389147115,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,2,1,5,-0.5971395037,44.8374490866,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3,250,49,0,5,0,68,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,4,-0.5539531137,44.8602220787,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,450,10,0,0,10,59,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,3,-0.5666400412,44.8545252636,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6,150,10,28,0,0,65,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,5,-0.5652147348,44.8321226444,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,300,25,10,60,30,86,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,4,-0.5731096062,44.840447107,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,400,15,0,15,10,75,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,4,-0.5696357453,44.8399938368,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,500,15,15,0,0,80,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,4,-0.581455226,44.8332720266,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,150,0,0,0,0,33,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,2,-0.5887800636,44.8317949752,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,49,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,2,-0.5724118715,44.835864191,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,500,0,0,60,10,150,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,4,4,2,6,-0.565230823,44.8198852034,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,0,0,0,0,0,50,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,4,-0.5725690786,44.8318779714,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,5,2,-0.5713873871,44.8370663106,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,250,0,0,0,0,80,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,2,1,6,-0.5521699778,44.8689967515,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5,500,30,0,0,0,43,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,2,1,1,4,-0.5919193786,44.8489452657,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,400,8,10,0,10,70,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,2,1,1,4,-0.5840373232,44.8500218556,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,10,28,15,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,3,-0.5594875208,44.8592339659,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,38,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,2,-0.5615554192,44.862357281,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,20,0,0,50,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,4,-0.5960239822,44.8313310478,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,1500,80,0,0,0,156,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,2,2,6,-0.5656154643,44.8373365119,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,10,15,0,0,35,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,2,-0.5758572524,44.8385061107,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,60,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,2,1,4,-0.5576408353,44.8258326197,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,500,0,5,20,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,2,1,1,4,-0.5748298176,44.8593214876,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,40,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,2,-0.5698535427,44.8665881726,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3,500,0,0,0,0,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,2,1,4,-0.620265013,44.8533151584,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,400,20,0,0,29,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,1,1,4,-0.5739804689,44.8375295255,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,29,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,2,-0.6220589706,44.8514782821,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2,250,15,0,0,0,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,2,-0.5748379121,44.8393714889,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,400,15,0,0,0,70,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,4,-0.5525147086,44.8240715897,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,5,10,15,5,45,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,2,-0.5694943055,44.8327439559,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,100,0,5,0,0,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,2,-0.5718304584,44.8374687278,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,30,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,2,-0.5754791476,44.8595462399,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,200,20,0,0,0,65,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,2,1,6,-0.5516060048,44.8640115103,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,500,0,0,40,20,87,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,2,-0.5769706609,44.8423500629,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,40,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,2,-0.5732049694,44.8364405726,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2,500,30,20,44,6,82,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,3,-0.5712531022,44.8414343566,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,500,80,0,0,15,110,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,3,3,1,7,-0.5652506499,44.8348197736,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,10,0,0,55,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,4,-0.5669039128,44.838588916,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,150,0,50,40,25,90,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,3,3,2,5,-0.5744436406,44.8540569044,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,0,0,0,0,20,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,-0.5967182002,44.8537931194,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,5,0,0,55,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,2,-0.5965662337,44.8314698106,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2,600,10,20,30,15,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,2,1,5,-0.5728046401,44.8359739228,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,300,0,0,0,9,60,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,3,-0.571901917,44.8372378706,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,64,14,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,2,-0.5618395896,44.8345585467,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,20,10,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,3,-0.5737498228,44.8218640696,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,500,35,0,0,5,90,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,2,-0.576498913,44.8397047878,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,0,18,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,4,-0.5706345958,44.8378080779,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,20,10,25,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,2,-0.5571452888,44.8452576323,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,250,45,10,35,10,36,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,4,-0.5747664848,44.8366927348,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,50,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,2,-0.5838702335,44.8270317516,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,50,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,3,-0.590831837,44.8246329907,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,5,0,0,0,24,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,2,-0.5666924394,44.8248755656,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4,600,50,0,35,15,125,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,2,2,2,4,-0.5443253029,44.8415497416,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,100,0,0,0,10,30,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,-0.5662074747,44.8304482428,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,150,10,8,25,10,42,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,2,-0.5827846213,44.8456083834,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
4,0,22,5,20,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,2,0,1,4,-0.5688052178,44.8339130926,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,400,10,0,0,0,150,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,2,-0.5737050589,44.8654769829,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3,800,30,0,35,15,100,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,2,2,4,-0.5711046227,44.8331952361,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,26,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,2,-0.553784424,44.840808854,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,0,28,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,2,2,-0.5635539525,44.8234588204,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,1000,14,8,0,8,55,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,2,1,4,-0.5714631498,44.8420781806,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0,5,0,0,0,25,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,2,-0.5713219213,44.8382124553,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,-0.5849524897,44.8239812119,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,900,20,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,2,2,1,4,-0.5752918666,44.8463144122,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,300,35,10,30,15,96,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,3,2,1,5,-0.5697481815,44.8370366611,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,10,0,25,10,28,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,-0.5566956635,44.8452775928,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
